31.1975	116.7956	河棚
31.5389	116.9978	桃溪
31.4047	116.8678	干汊河
31.5297	116.8542	柏林
31.4561	116.8064	棠树
31.3061	116.8447	阙店
31.1972	116.5839	晓天
31.2386	116.6775	山七
31.5778	118.1303	陶厂
31.4344	118.0628	运漕
31.5603	117.9803	林头
31.6364	117.9739	清溪
31.4972	117.9789	东关
31.4897	118.1308	铜闸
31.7108	117.9536	和平
31.5825	118.0197	G福山
31.5333	118.1		K45
31.4167	117.725		严桥
31.4342	117.805		牌楼
31.3853	117.8042	红庙
31.2928	117.7419	开城
31.2936	118.0589	白茆
31.1469	117.8053	刘渡
31.1808	117.9792	泥汊
31.4194	118.0731	凤凰桥
31.1233	117.5617	鹤毛
31.3617	118.0158	陡沟
31.2258	117.7489	襄安新生小学
31.4364	117.8836	石涧镇
31.2456	118.0492	黑沙洲
31.1511	117.8797	五洲生态园
31.0894	117.9614	高沟
31.3172	118.0097	福渡
31.3708	117.9658	仓头
31.2175	117.8786	十里墩
31.0264	117.6661	牛埠
31.3189	117.8247	赫店
31.1953	117.7011	泉塘
31.1406	117.6347	洪巷
31.3292	117.7614	羊山学校
31.3686	117.7669	红庙小学
31.4475	117.7889	响山初级中学
31.0306	117.5853	昆山初级中学
31.2219	117.5994	百胜初级中学
31.2142	117.9844	新板桥初级中学
31.2775	117.9311	无为职业中学
31.1494	117.7231	刘渡敬老院
31.5317	118.3039	白桥
31.6033	118.2419	姥桥
31.3778	118.2689	雍镇
31.5731	118.1894	功桥
31.4653	118.2253	沈巷
31.3278	118.1742	汤沟
31.3044	116.5178	真龙地
31.85	117.27		芜湖路
31.72	117.39		南淝河大桥
31.9519	117.1783	岗集
32.0117	117.2583	双墩
31.9856	117.3189	三十头
31.3622	118.3186	二坝中学
31.1686	116.5361	姚河
31.1372	116.5236	竹山
31.1367	116.4875	马石村
31.0178	116.4469	主簿
31.8339	117.2078	和一小学
31.8494	117.1239	南岗
31.9239	117.1094	K057
31.7961	117.2692	G小西冲
31.7158	117.3364	塘西河口
31.8153	117.39	K021
31.91	117.24	市局新区
31.8983	117.3403	新海公园
31.7303	117.2653	K1047
31.7656	117.2744	宿松路
31.7844	117.2994	骆岗机场
31.4328	117.6153	槐林镇
31.425	117.2708	石头道班
31.4253	117.1533	郭河镇
31.3928	117.2217	金牛镇
31.7508	117.0306	紫蓬镇
31.5275	117.9292	钓鱼
31.3581	118.3217	二坝
31.5667	117.4456	姥山信息站
31.0856	117.3117	泥河
31.0278	117.5897	昆山
31.1469	117.7272	蜀山
31.1483	117.9014	姚沟
31.1367	117.185	乐桥
